,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,payment_is_automatic
4441,6258-PVZWJ,Male,0,Yes,No,2,1,2,Credit card (automatic),90.8,6302.85,No,69,False,False,True,True,True,1,20151015,90.8,True,2 Year,Two or More Lines,DSL,True
4442,6259-WJQLC,Male,1,No,No,2,2,0,Credit card (automatic),81.1,2619.25,No,32,False,False,True,True,True,0,20181117,81.1,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4443,6260-ONULR,Male,0,No,No,1,1,0,Mailed check,62.8,62.8,No,1,False,False,True,True,True,0,20210626,62.8,True,Month-to-Month,One Line,DSL,False
4444,6260-XLACS,Male,0,No,No,1,0,1,Mailed check,19.7,117.8,No,6,False,False,True,False,False,0,20210126,19.7,True,1 Year,One Line,No Internet Service,False
4445,6261-LHRTG,Female,0,No,No,1,1,0,Credit card (automatic),54.75,1406.9,No,26,True,False,True,True,True,0,20190606,54.75,True,Month-to-Month,One Line,DSL,True
4446,6261-RCVNS,Female,0,No,No,1,1,1,Credit card (automatic),73.9,3160.55,Yes,43,True,True,True,True,True,0,20180103,73.9,True,1 Year,One Line,DSL,True
4447,6265-FRMTQ,Male,0,No,No,1,0,2,Bank transfer (automatic),20.4,609.1,No,30,False,False,True,False,False,0,20190130,20.4,True,2 Year,One Line,No Internet Service,True
4448,6265-SXWBU,Male,0,Yes,Yes,2,2,1,Credit card (automatic),95.75,6511.25,No,68,False,False,True,True,True,3,20151127,95.75,True,1 Year,Two or More Lines,Fiber Optic,True
4449,6266-QHOJZ,Female,0,No,No,2,2,1,Electronic check,89.85,5844.65,No,65,True,False,True,True,True,0,20160225,89.85,True,1 Year,Two or More Lines,Fiber Optic,False
4450,6267-DCFFZ,Female,1,Yes,No,2,2,0,Electronic check,90.05,2627.2,No,29,True,False,True,True,True,1,20190220,90.05,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4451,6270-OMFIW,Male,0,Yes,No,1,2,1,Electronic check,94.4,5610.25,Yes,59,False,True,True,True,True,1,20160814,94.4,True,1 Year,One Line,Fiber Optic,False
4452,6275-YDUVO,Female,0,No,No,1,2,0,Mailed check,86.2,178.7,Yes,2,True,True,True,True,True,0,20210524,86.2,True,Month-to-Month,One Line,Fiber Optic,False
4453,6278-FEPBZ,Female,0,No,No,1,0,0,Mailed check,20.25,186.15,No,9,True,False,True,False,False,0,20201020,20.25,True,Month-to-Month,One Line,No Internet Service,False
4454,6281-FKEWS,Female,0,No,No,0,1,1,Electronic check,49.05,2265.0,No,46,True,False,False,True,False,0,20170921,49.05,True,1 Year,No Phone Service,DSL,False
4455,6283-GITPX,Male,0,No,Yes,1,1,2,Credit card (automatic),76.9,5522.7,No,72,False,False,True,True,True,2,20150803,76.9,True,2 Year,One Line,DSL,True
4456,6284-AHOOQ,Male,1,No,No,2,2,0,Bank transfer (automatic),90.5,1910.6,Yes,21,False,True,True,True,True,0,20191023,90.5,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4457,6284-KMNUF,Female,0,Yes,No,2,2,1,Electronic check,98.0,5270.6,No,54,True,False,True,True,True,1,20170202,98.0,True,1 Year,Two or More Lines,Fiber Optic,False
4458,6285-FTQBF,Male,0,Yes,Yes,2,0,2,Credit card (automatic),25.55,1867.7,No,73,False,False,True,False,False,3,20150625,25.55,True,2 Year,Two or More Lines,No Internet Service,True
4459,6286-SUUWT,Male,0,No,No,1,0,0,Mailed check,19.95,19.95,No,1,False,False,True,False,False,0,20210626,19.95,True,Month-to-Month,One Line,No Internet Service,False
4460,6286-ZHAOK,Female,0,Yes,Yes,2,0,0,Bank transfer (automatic),25.55,507.4,No,20,True,False,True,False,False,3,20191130,25.55,True,Month-to-Month,Two or More Lines,No Internet Service,True
4461,6288-CHQJB,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),69.95,3871.85,No,55,True,False,True,True,True,3,20161216,69.95,True,2 Year,One Line,DSL,True
4462,6288-LBEAR,Female,0,No,No,1,2,0,Mailed check,79.1,1783.75,No,23,True,False,True,True,True,0,20190910,79.1,True,Month-to-Month,One Line,Fiber Optic,False
4463,6289-CPNLD,Male,0,Yes,Yes,1,1,1,Mailed check,73.9,2405.05,Yes,33,False,True,True,True,True,3,20181110,73.9,True,1 Year,One Line,DSL,False
4464,6292-TOSSS,Male,0,No,No,2,0,2,Bank transfer (automatic),24.9,1195.25,No,48,False,False,True,False,False,0,20170727,24.9,True,2 Year,Two or More Lines,No Internet Service,True
4465,6295-OSINB,Male,0,Yes,No,2,2,2,Electronic check,109.65,7880.25,No,72,False,False,True,True,True,1,20150802,109.65,True,2 Year,Two or More Lines,Fiber Optic,False
4466,6296-DDOOR,Female,0,No,No,1,1,1,Electronic check,58.2,1045.25,No,18,True,False,True,True,True,0,20200127,58.2,True,1 Year,One Line,DSL,False
4467,6297-NOOPG,Female,0,Yes,No,2,2,2,Electronic check,110.5,7752.05,No,70,True,False,True,True,True,1,20150923,110.5,True,2 Year,Two or More Lines,Fiber Optic,False
4468,6298-QDFNH,Male,0,No,No,2,2,0,Electronic check,79.35,1730.35,Yes,22,False,True,True,True,True,0,20191002,79.35,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4469,6300-BWMJX,Female,0,Yes,No,2,2,0,Electronic check,93.35,5386.5,No,58,True,False,True,True,True,1,20161005,93.35,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4470,6302-JGYRJ,Male,0,No,Yes,2,1,1,Mailed check,79.45,2587.7,Yes,33,False,True,True,True,True,2,20181109,79.45,True,1 Year,Two or More Lines,DSL,False
4471,6303-KFWSL,Female,0,No,No,2,1,1,Electronic check,55.25,1620.2,No,29,True,False,True,True,True,0,20190216,55.25,True,1 Year,Two or More Lines,DSL,False
4472,6304-IJFSQ,Male,0,No,No,1,1,0,Mailed check,49.9,130.1,Yes,3,False,True,True,True,True,0,20210508,49.9,True,Month-to-Month,One Line,DSL,False
4473,6305-YLBMM,Male,0,No,No,1,2,1,Bank transfer (automatic),104.05,7262.0,Yes,70,False,True,True,True,True,0,20151004,104.05,True,1 Year,One Line,Fiber Optic,True
4474,6308-CQRBU,Female,0,Yes,No,2,2,2,Electronic check,109.25,7707.7,No,71,True,False,True,True,True,1,20150911,109.25,True,2 Year,Two or More Lines,Fiber Optic,False
4475,6311-UEUME,Female,0,No,No,1,2,0,Electronic check,78.9,2384.15,Yes,30,True,True,True,True,True,0,20190119,78.9,True,Month-to-Month,One Line,Fiber Optic,False
4476,6313-GIDIT,Male,1,No,No,0,1,0,Electronic check,54.45,2854.55,Yes,52,False,True,False,True,False,0,20170315,54.45,True,Month-to-Month,No Phone Service,DSL,False
4477,6317-YPKDH,Female,0,No,No,0,1,0,Bank transfer (automatic),29.95,29.95,Yes,1,True,True,False,True,False,0,20210626,29.95,True,Month-to-Month,No Phone Service,DSL,True
4478,6319-IEJWJ,Male,0,Yes,Yes,1,2,0,Electronic check,90.2,1776.55,Yes,20,False,True,True,True,True,3,20191205,90.2,True,Month-to-Month,One Line,Fiber Optic,False
4479,6319-QSUSR,Female,0,No,Yes,1,0,0,Credit card (automatic),19.7,216.2,No,11,True,False,True,False,False,2,20200827,19.7,True,Month-to-Month,One Line,No Internet Service,True
4480,6322-HRPFA,Male,0,Yes,Yes,1,1,0,Credit card (automatic),59.6,2970.3,No,50,False,False,True,True,True,3,20170602,59.6,True,Month-to-Month,One Line,DSL,True
4481,6322-PJJDJ,Male,0,Yes,No,1,2,2,Electronic check,94.8,4690.65,No,49,False,False,True,True,True,1,20170613,94.8,True,2 Year,One Line,Fiber Optic,False
4482,6323-AYBRX,Male,0,No,No,1,0,2,Mailed check,19.35,1099.6,Yes,57,False,True,True,False,False,0,20161101,19.35,True,2 Year,One Line,No Internet Service,False
4483,6326-MTTXK,Male,0,No,No,2,2,0,Electronic check,100.85,819.55,Yes,8,False,True,True,True,True,0,20201121,100.85,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4484,6328-ZPBGN,Female,1,No,No,2,2,0,Bank transfer (automatic),95.15,997.65,Yes,10,True,True,True,True,True,0,20200911,95.15,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4485,6330-JKLPC,Male,0,Yes,No,2,2,0,Bank transfer (automatic),80.5,896.9,Yes,11,False,True,True,True,True,1,20200822,80.5,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4486,6331-EWIEB,Male,0,No,No,2,2,0,Electronic check,85.25,1734.5,Yes,20,False,True,True,True,True,0,20191116,85.25,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4487,6331-LWDTQ,Male,0,No,No,2,1,0,Credit card (automatic),72.15,794.25,Yes,11,False,True,True,True,True,0,20200826,72.15,True,Month-to-Month,Two or More Lines,DSL,True
4488,6332-FBZRI,Male,0,Yes,Yes,2,1,1,Credit card (automatic),69.35,4653.25,No,67,False,False,True,True,True,3,20151225,69.35,True,1 Year,Two or More Lines,DSL,True
4489,6333-YDVLT,Male,0,No,No,2,2,1,Credit card (automatic),110.0,7138.65,No,65,False,False,True,True,True,0,20160301,110.0,True,1 Year,Two or More Lines,Fiber Optic,True
4490,6338-AVWCY,Male,0,No,No,0,1,0,Mailed check,40.15,130.75,Yes,3,False,True,False,True,False,0,20210418,40.15,True,Month-to-Month,No Phone Service,DSL,False
4491,6339-DKLMK,Female,0,No,No,0,1,0,Electronic check,31.65,389.95,No,12,True,False,False,True,False,0,20200717,31.65,True,Month-to-Month,No Phone Service,DSL,False
4492,6339-RZCBJ,Male,0,No,No,1,1,2,Credit card (automatic),78.9,3771.5,No,48,False,False,True,True,True,0,20170803,78.9,True,2 Year,One Line,DSL,True
4493,6339-TBELP,Male,0,No,No,2,2,2,Credit card (automatic),86.4,6172.0,No,71,False,False,True,True,True,0,20150815,86.4,True,2 Year,Two or More Lines,Fiber Optic,True
4494,6339-YPSAH,Male,0,No,No,1,2,0,Electronic check,73.8,704.3,No,10,False,False,True,True,True,0,20201009,73.8,True,Month-to-Month,One Line,Fiber Optic,False
4495,6340-DACFT,Female,0,Yes,Yes,1,0,2,Credit card (automatic),20.55,1070.25,No,52,True,False,True,False,False,3,20170325,20.55,True,2 Year,One Line,No Internet Service,True
4496,6341-AEVKX,Female,0,Yes,No,1,2,1,Electronic check,104.3,6613.65,No,63,True,False,True,True,True,1,20160415,104.3,True,1 Year,One Line,Fiber Optic,False
4497,6341-JVQGF,Female,0,Yes,Yes,1,1,1,Mailed check,81.15,2545.75,No,31,True,False,True,True,True,3,20181215,81.15,True,1 Year,One Line,DSL,False
4498,6344-SFJVH,Female,0,No,No,0,1,0,Credit card (automatic),24.9,505.95,No,20,True,False,False,True,False,0,20191116,24.9,True,Month-to-Month,No Phone Service,DSL,True
4499,6345-FZOQH,Male,0,Yes,No,1,0,2,Mailed check,19.9,1363.45,No,69,False,False,True,False,False,1,20151111,19.9,True,2 Year,One Line,No Internet Service,False
4500,6345-HOVES,Male,0,No,No,0,1,0,Bank transfer (automatic),25.05,852.7,No,34,False,False,False,True,False,0,20180925,25.05,True,Month-to-Month,No Phone Service,DSL,True
4501,6345-ULYRW,Male,1,Yes,No,2,2,1,Mailed check,88.4,3912.9,Yes,44,False,True,True,True,True,1,20171118,88.4,True,1 Year,Two or More Lines,Fiber Optic,False
4502,6347-DCUIK,Male,0,No,No,2,2,0,Mailed check,74.15,811.8,Yes,11,False,True,True,True,True,0,20200827,74.15,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4503,6348-SNFUS,Male,0,Yes,Yes,0,1,2,Credit card (automatic),55.45,4179.2,No,75,False,False,False,True,False,3,20150417,55.45,True,2 Year,No Phone Service,DSL,True
4504,6349-JDHQP,Female,0,No,No,1,0,2,Credit card (automatic),19.85,1049.6,No,53,True,False,True,False,False,0,20170301,19.85,True,2 Year,One Line,No Internet Service,True
4505,6350-XFYGW,Male,1,No,No,1,2,0,Electronic check,94.75,422.4,No,4,False,False,True,True,True,0,20210313,94.75,True,Month-to-Month,One Line,Fiber Optic,False
4506,6351-SCJKT,Male,0,No,No,0,1,0,Mailed check,41.35,107.25,No,3,False,False,False,True,False,0,20210509,41.35,True,Month-to-Month,No Phone Service,DSL,False
4507,6352-GIGGQ,Male,0,No,No,2,1,1,Bank transfer (automatic),88.8,5903.15,No,66,False,False,True,True,True,0,20160112,88.8,True,1 Year,Two or More Lines,DSL,True
4508,6352-TWCAU,Female,0,No,No,2,2,0,Electronic check,86.45,3029.1,Yes,35,True,True,True,True,True,0,20180826,86.45,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4509,6353-BRMMA,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),104.1,5645.8,No,54,True,False,True,True,True,3,20170119,104.1,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4510,6356-ELRKD,Female,0,No,No,1,2,0,Electronic check,95.6,95.6,Yes,1,True,True,True,True,True,0,20210626,95.6,True,Month-to-Month,One Line,Fiber Optic,False
4511,6357-JJPQT,Female,0,No,No,1,2,0,Electronic check,80.5,232.35,No,3,True,False,True,True,True,0,20210430,80.5,True,Month-to-Month,One Line,Fiber Optic,False
4512,6358-LYNGM,Male,0,No,No,2,2,0,Electronic check,74.9,74.9,Yes,1,False,True,True,True,True,0,20210626,74.9,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4513,6360-SVNWV,Female,1,No,No,1,2,0,Credit card (automatic),73.55,2094.65,No,28,True,False,True,True,True,0,20190313,73.55,True,Month-to-Month,One Line,Fiber Optic,True
4514,6362-QHAFM,Male,0,Yes,No,2,2,1,Electronic check,108.3,4586.15,No,42,False,False,True,True,True,1,20180115,108.3,True,1 Year,Two or More Lines,Fiber Optic,False
4515,6365-HITVU,Female,0,Yes,Yes,1,1,2,Credit card (automatic),87.25,6328.7,No,73,True,False,True,True,True,3,20150712,87.25,True,2 Year,One Line,DSL,True
4516,6365-MTGZX,Male,0,No,No,1,2,0,Electronic check,96.0,2122.45,Yes,22,False,True,True,True,True,0,20190923,96.0,True,Month-to-Month,One Line,Fiber Optic,False
4517,6366-XIVKZ,Female,0,Yes,Yes,1,1,0,Mailed check,63.15,816.8,No,13,True,False,True,True,True,3,20200628,63.15,True,Month-to-Month,One Line,DSL,False
4518,6366-ZGQGL,Male,0,No,No,0,1,0,Bank transfer (automatic),24.8,24.8,Yes,1,False,True,False,True,False,0,20210626,24.8,True,Month-to-Month,No Phone Service,DSL,True
4519,6368-NWMCE,Female,0,No,No,2,1,0,Credit card (automatic),68.15,2656.3,No,39,True,False,True,True,True,0,20180428,68.15,True,Month-to-Month,Two or More Lines,DSL,True
4520,6368-TZZDT,Male,0,Yes,Yes,1,0,2,Credit card (automatic),19.5,96.85,No,5,False,False,True,False,False,3,20210225,19.5,True,2 Year,One Line,No Internet Service,True
4521,6369-MCAKO,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),89.05,6185.8,No,69,True,False,True,True,True,3,20151014,89.05,True,2 Year,Two or More Lines,DSL,True
4522,6370-ZVHDV,Female,0,Yes,No,2,0,2,Bank transfer (automatic),25.3,1554.9,No,61,True,False,True,False,False,1,20160613,25.3,True,2 Year,Two or More Lines,No Internet Service,True
4523,6371-NZYEG,Male,0,Yes,Yes,1,1,2,Mailed check,64.25,1024.0,No,16,False,False,True,True,True,3,20200329,64.25,True,2 Year,One Line,DSL,False
4524,6372-RFVNS,Female,0,Yes,No,1,2,0,Electronic check,78.8,78.8,Yes,1,True,True,True,True,True,1,20210626,78.8,True,Month-to-Month,One Line,Fiber Optic,False
4525,6374-AFWOX,Male,0,Yes,No,1,1,2,Mailed check,65.65,3047.15,No,46,False,False,True,True,True,1,20170914,65.65,True,2 Year,One Line,DSL,False
4526,6374-NTQLP,Male,1,Yes,Yes,1,2,2,Credit card (automatic),104.1,7447.7,No,72,False,False,True,True,True,3,20150811,104.1,True,2 Year,One Line,Fiber Optic,True
4527,6376-GAHQE,Male,0,No,No,1,2,0,Electronic check,77.85,299.2,Yes,4,False,True,True,True,True,0,20210401,77.85,True,Month-to-Month,One Line,Fiber Optic,False
4528,6377-KSLXC,Male,0,No,No,1,0,0,Mailed check,19.95,107.05,No,5,False,False,True,False,False,0,20210213,19.95,True,Month-to-Month,One Line,No Internet Service,False
4529,6377-WHAOX,Female,0,Yes,No,2,2,0,Electronic check,106.15,6411.25,No,60,True,False,True,True,True,1,20160715,106.15,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4530,6379-RXJRQ,Male,0,Yes,No,1,2,0,Electronic check,70.1,659.65,Yes,9,False,True,True,True,True,1,20201013,70.1,True,Month-to-Month,One Line,Fiber Optic,False
4531,6380-ARCEH,Male,0,No,No,1,0,0,Mailed check,20.2,20.2,No,1,False,False,True,False,False,0,20210626,20.2,True,Month-to-Month,One Line,No Internet Service,False
4532,6383-ZTSIW,Female,1,Yes,No,1,2,1,Mailed check,99.1,3877.95,No,39,True,False,True,True,True,1,20180423,99.1,True,1 Year,One Line,Fiber Optic,False
4533,6384-VMJHP,Female,0,No,No,1,1,2,Credit card (automatic),73.0,5265.2,No,72,True,False,True,True,True,0,20150725,73.0,True,2 Year,One Line,DSL,True
4534,6386-SZZKH,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),107.95,5293.2,Yes,49,True,True,True,True,True,3,20170626,107.95,True,2 Year,Two or More Lines,Fiber Optic,True
4535,6388-TABGU,Male,0,No,Yes,1,1,1,Bank transfer (automatic),56.15,3487.95,No,62,False,False,True,True,True,2,20160524,56.15,True,1 Year,One Line,DSL,True
4536,6390-DSAZX,Female,0,No,Yes,1,2,0,Mailed check,73.6,73.6,Yes,1,True,True,True,True,True,2,20210626,73.6,True,Month-to-Month,One Line,Fiber Optic,False
4537,6393-WRYZE,Female,0,Yes,No,2,2,0,Electronic check,97.65,3207.55,Yes,33,True,True,True,True,True,1,20181031,97.65,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4538,6394-HHHZM,Male,0,No,No,1,0,0,Mailed check,20.7,57.5,No,3,False,False,True,False,False,0,20210503,20.7,True,Month-to-Month,One Line,No Internet Service,False
4539,6394-MFYNG,Female,0,No,No,2,2,0,Bank transfer (automatic),107.4,5121.3,Yes,48,True,True,True,True,True,0,20170806,107.4,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4540,6397-JNZZG,Female,1,Yes,No,0,1,0,Credit card (automatic),55.55,2342.2,Yes,42,True,True,False,True,False,1,20180121,55.55,True,Month-to-Month,No Phone Service,DSL,True
4541,6400-BWQKW,Female,0,No,No,2,2,0,Electronic check,79.05,434.5,Yes,5,True,True,True,True,True,0,20210209,79.05,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4542,6402-EJMWF,Male,0,No,No,1,1,0,Mailed check,55.3,238.5,No,4,False,False,True,True,True,0,20210317,55.3,True,Month-to-Month,One Line,DSL,False
4543,6402-SSEJG,Female,0,No,No,0,1,1,Electronic check,61.05,1540.2,No,25,True,False,False,True,False,0,20190620,61.05,True,1 Year,No Phone Service,DSL,False
4544,6402-ZFPPI,Female,1,No,No,2,2,0,Mailed check,102.8,2660.2,Yes,26,True,True,True,True,True,0,20190531,102.8,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4545,6407-GSJNL,Female,0,No,No,2,0,2,Bank transfer (automatic),24.95,1288.0,No,52,True,False,True,False,False,0,20170408,24.95,True,2 Year,Two or More Lines,No Internet Service,True
4546,6407-UTSLV,Female,1,No,No,1,2,0,Bank transfer (automatic),83.8,163.7,No,2,True,False,True,True,True,0,20210528,83.8,True,Month-to-Month,One Line,Fiber Optic,True
4547,6408-OTUBZ,Female,0,No,No,2,2,1,Bank transfer (automatic),104.55,6779.05,No,65,True,False,True,True,True,0,20160302,104.55,True,1 Year,Two or More Lines,Fiber Optic,True
4548,6408-WHTEF,Male,0,Yes,Yes,2,1,2,Mailed check,89.4,6376.55,No,71,False,False,True,True,True,3,20150818,89.4,True,2 Year,Two or More Lines,DSL,False
4549,6410-LEFEN,Female,0,No,No,1,1,0,Electronic check,45.15,416.45,Yes,9,True,True,True,True,True,0,20201019,45.15,True,Month-to-Month,One Line,DSL,False
4550,6413-XKKPU,Male,0,Yes,Yes,1,2,0,Electronic check,89.4,1539.45,Yes,17,False,True,True,True,True,3,20200219,89.4,True,Month-to-Month,One Line,Fiber Optic,False
4551,6416-JNVRK,Female,0,No,No,1,1,1,Credit card (automatic),55.65,2688.85,No,48,True,False,True,True,True,0,20170718,55.65,True,1 Year,One Line,DSL,True
4552,6416-TVAIH,Male,0,Yes,Yes,1,2,0,Electronic check,68.5,68.5,Yes,1,False,True,True,True,True,3,20210626,68.5,True,Month-to-Month,One Line,Fiber Optic,False
4553,6416-YJTTB,Male,0,No,No,1,2,0,Bank transfer (automatic),79.5,795.65,No,10,False,False,True,True,True,0,20200925,79.5,True,Month-to-Month,One Line,Fiber Optic,True
4554,6418-HNFED,Male,0,Yes,No,1,1,2,Credit card (automatic),83.25,4089.45,No,49,False,False,True,True,True,1,20170623,83.25,True,2 Year,One Line,DSL,True
4555,6418-PIQSP,Female,0,Yes,No,1,1,2,Mailed check,81.0,4985.9,No,62,True,False,True,True,True,1,20160610,81.0,True,2 Year,One Line,DSL,False
4556,6419-ZTTLE,Male,1,Yes,No,1,0,1,Electronic check,20.75,485.2,No,23,False,False,True,False,False,1,20190815,20.75,True,1 Year,One Line,No Internet Service,False
4557,6421-SZVEM,Female,0,Yes,Yes,1,2,1,Bank transfer (automatic),82.85,2320.8,No,28,True,False,True,True,True,3,20190327,82.85,True,1 Year,One Line,Fiber Optic,True
4558,6424-ELEYH,Female,0,Yes,No,2,2,0,Credit card (automatic),74.75,229.5,Yes,3,True,True,True,True,True,1,20210424,74.75,True,Month-to-Month,Two or More Lines,Fiber Optic,True
4559,6425-JWTDV,Male,0,Yes,No,1,0,2,Mailed check,19.25,855.1,No,44,False,False,True,False,False,1,20171113,19.25,True,2 Year,One Line,No Internet Service,False
4560,6425-YQLLO,Female,1,Yes,No,2,2,1,Credit card (automatic),105.95,6975.25,Yes,66,True,True,True,True,True,1,20160201,105.95,True,1 Year,Two or More Lines,Fiber Optic,True
4561,6427-FEFIG,Female,0,Yes,Yes,2,1,2,Credit card (automatic),78.6,1846.65,No,23,True,False,True,True,True,3,20190812,78.6,True,2 Year,Two or More Lines,DSL,True
4562,6429-SHBCB,Male,0,No,No,2,1,0,Mailed check,69.6,1394.55,No,20,False,False,True,True,True,0,20191125,69.6,True,Month-to-Month,Two or More Lines,DSL,False
4563,6432-TWQLB,Male,0,Yes,No,2,2,0,Electronic check,85.4,401.1,Yes,5,False,True,True,True,True,1,20210306,85.4,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4564,6434-TTGJP,Male,0,Yes,Yes,0,1,2,Credit card (automatic),53.7,521.0,No,10,False,False,False,True,False,3,20201004,53.7,True,2 Year,No Phone Service,DSL,True
4565,6435-SRWBJ,Female,0,No,No,2,2,0,Electronic check,82.75,417.75,No,5,True,False,True,True,True,0,20210223,82.75,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4566,6435-VWCCY,Male,1,Yes,No,2,2,2,Credit card (automatic),92.7,5968.4,No,64,False,False,True,True,True,1,20160316,92.7,True,2 Year,Two or More Lines,Fiber Optic,True
4567,6437-UDQJM,Female,1,Yes,No,2,1,2,Credit card (automatic),84.1,6129.65,No,73,True,False,True,True,True,1,20150702,84.1,True,2 Year,Two or More Lines,DSL,True
4568,6437-UKHMV,Female,0,No,No,1,2,0,Electronic check,79.7,586.05,Yes,7,True,True,True,True,True,0,20201215,79.7,True,Month-to-Month,One Line,Fiber Optic,False
4569,6439-GTPCA,Female,0,No,No,2,2,0,Electronic check,87.25,3941.7,Yes,45,True,True,True,True,True,0,20171021,87.25,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4570,6439-LAJXL,Male,0,Yes,No,1,1,0,Mailed check,68.95,593.85,No,9,False,False,True,True,True,1,20201107,68.95,True,Month-to-Month,One Line,DSL,False
4571,6439-PKTRR,Female,0,Yes,Yes,2,1,2,Electronic check,80.7,5617.95,No,70,True,False,True,True,True,3,20151009,80.7,True,2 Year,Two or More Lines,DSL,False
4572,6440-DKQGE,Male,0,No,Yes,1,1,1,Credit card (automatic),64.5,1929.95,No,30,False,False,True,True,True,2,20190128,64.5,True,1 Year,One Line,DSL,True
4573,6445-TNRXS,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),114.7,7849.85,No,68,False,False,True,True,True,3,20151114,114.7,True,2 Year,Two or More Lines,Fiber Optic,True
4574,6447-EGDIV,Female,0,No,No,1,0,1,Mailed check,20.95,683.25,No,33,True,False,True,False,False,0,20181108,20.95,True,1 Year,One Line,No Internet Service,False
4575,6447-GORXK,Male,0,No,Yes,0,1,0,Credit card (automatic),25.0,789.2,No,32,False,False,False,True,False,2,20181209,25.0,True,Month-to-Month,No Phone Service,DSL,True
4576,6457-GIRWB,Male,0,No,No,1,2,0,Electronic check,69.35,69.35,Yes,1,False,True,True,True,True,0,20210626,69.35,True,Month-to-Month,One Line,Fiber Optic,False
4577,6457-USBER,Male,0,No,No,1,2,0,Electronic check,80.8,80.8,Yes,1,False,True,True,True,True,0,20210626,80.8,True,Month-to-Month,One Line,Fiber Optic,False
4578,6458-CYIDZ,Female,1,No,No,1,2,0,Electronic check,80.7,374.8,No,5,True,False,True,True,True,0,20210307,80.7,True,Month-to-Month,One Line,Fiber Optic,False
4579,6461-PPAXN,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),54.95,1916.0,No,35,True,False,True,True,True,3,20180831,54.95,True,1 Year,One Line,DSL,True
4580,6461-SZMCV,Female,0,Yes,No,2,1,2,Bank transfer (automatic),87.95,6365.35,No,72,True,False,True,True,True,1,20150717,87.95,True,2 Year,Two or More Lines,DSL,True
4581,6463-HHXJR,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),100.5,7030.65,No,70,True,False,True,True,True,3,20150929,100.5,True,2 Year,Two or More Lines,Fiber Optic,True
4582,6463-MVYRY,Female,1,No,No,1,1,2,Bank transfer (automatic),69.85,4003.0,No,57,True,False,True,True,True,0,20161017,69.85,True,2 Year,One Line,DSL,True
4583,6464-KEXXH,Male,0,No,No,0,1,0,Credit card (automatic),25.25,186.3,No,7,False,False,False,True,False,0,20201214,25.25,True,Month-to-Month,No Phone Service,DSL,True
4584,6465-GSRCL,Female,0,No,Yes,2,2,1,Bank transfer (automatic),106.6,7244.7,No,68,True,False,True,True,True,2,20151128,106.6,True,1 Year,Two or More Lines,Fiber Optic,True
4585,6467-CHFZW,Male,0,Yes,Yes,2,2,0,Electronic check,99.35,4749.15,Yes,48,False,True,True,True,True,3,20170803,99.35,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4586,6469-MRVET,Male,0,Yes,Yes,1,0,1,Electronic check,20.2,20.2,No,1,False,False,True,False,False,3,20210626,20.2,True,1 Year,One Line,No Internet Service,False
4587,6469-QJKZW,Female,0,Yes,No,1,0,0,Electronic check,20.15,91.4,No,5,True,False,True,False,False,1,20210311,20.15,True,Month-to-Month,One Line,No Internet Service,False
4588,6473-ULUHT,Male,0,Yes,Yes,2,1,0,Electronic check,84.9,1398.25,No,16,False,False,True,True,True,3,20200313,84.9,True,Month-to-Month,Two or More Lines,DSL,False
4589,6474-FVJLC,Male,0,No,No,2,2,0,Electronic check,86.0,165.45,Yes,2,False,True,True,True,True,0,20210529,86.0,True,Month-to-Month,Two or More Lines,Fiber Optic,False
4590,6475-VHUIZ,Female,0,Yes,No,1,1,0,Electronic check,54.25,1221.55,No,23,True,False,True,True,True,1,20190911,54.25,True,Month-to-Month,One Line,DSL,False
